trans1 trans2 trans3 trans4 trans5 trans6 scaffold chr auto male_avg female_avg gene bias
ScZCZ4B_39812.g7495 55.9772964531688 76.5222707645374 52.5198022463889 46.2161868061324 46.0939256754471 40.2560853255045 ScZCZ4B_39812 chr3 autosomes 61.6731231546984 44.1887326023613 ScZCZ4B_39812.g7495 unbiased
ScZCZ4B_39812.g7496 83.4171476557025 70.520524037907 84.0316835942223 36.654217122105 41.1107985753988 34.5052159932896 ScZCZ4B_39812 chr3 autosomes 79.3231184292773 37.4234105635978 ScZCZ4B_39812.g7496 male-biased
ScZCZ4B_39812.g7497 42.8061678759526 46.5135371313855 40.3124968593904 60.5591413321735 24.9156355002417 23.0034773288597 ScZCZ4B_39812 chr3 autosomes 43.2107339555762 36.1594180537583 ScZCZ4B_39812.g7497 unbiased
ScZCZ4B_39812.g7498 0.548797024050674 0 0 0 0 3.83391288814329 ScZCZ4B_39812 chr3 autosomes 0.182932341350225 1.27797096271443 ScZCZ4B_39812.g7498 unexpressed
ScZCZ4B_39812.g7499 1.64639107215202 3.00087336331519 1.98723576067417 3.18732322800913 3.73734532503625 15.3356515525732 ScZCZ4B_39812 chr3 autosomes 2.21150006538046 7.42010670187286 ScZCZ4B_39812.g7499 unexpressed
ScZCZ4B_39812.g7500 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7500 unexpressed
ScZCZ4B_39812.g7501 17.0127077455709 12.0034934532608 20.7240300756021 25.4985858240731 42.3565803504109 70.9273884306508 ScZCZ4B_39812 chr3 autosomes 16.5800770914779 46.2608515350449 ScZCZ4B_39812.g7501 female-biased
ScZCZ4B_39812.g7502 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7502 unexpressed
ScZCZ4B_39812.g7503 45.550152996206 55.5161572213311 60.1848544661322 0 0 3.83391288814329 ScZCZ4B_39812 chr3 autosomes 53.7503882278898 1.27797096271443 ScZCZ4B_39812.g7503 male-biased
ScZCZ4B_39812.g7504 0 0 0.567781645906907 1.59366161400457 11.2120359751088 5.75086933221493 ScZCZ4B_39812 chr3 autosomes 0.189260548635636 6.18552230710943 ScZCZ4B_39812.g7504 unexpressed
ScZCZ4B_39812.g7505 5.48797024050674 9.00262008994558 2.83890822953454 0 0 0 ScZCZ4B_39812 chr3 autosomes 5.77649951999562 0 ScZCZ4B_39812.g7505 unexpressed
ScZCZ4B_39812.g7506 5.48797024050674 19.5056768615487 11.0717420951847 0 4.98312710004834 0 ScZCZ4B_39812 chr3 autosomes 12.02179639908 1.66104236668278 ScZCZ4B_39812.g7506 unbiased
ScZCZ4B_39812.g7507 126.772112555706 120.034934532608 132.577014319263 119.524621050342 89.6962878008701 115.017386644299 ScZCZ4B_39812 chr3 autosomes 126.461353802526 108.079431831837 ScZCZ4B_39812.g7507 unbiased
ScZCZ4B_39812.g7508 5.48797024050674 4.50131004497279 4.2583623443018 3.18732322800913 0 5.75086933221493 ScZCZ4B_39812 chr3 autosomes 4.74921420992711 2.97939752007469 ScZCZ4B_39812.g7508 unexpressed
ScZCZ4B_39812.g7509 2.1951880962027 0 0.283890822953454 0 0 7.66782577628658 ScZCZ4B_39812 chr3 autosomes 0.826359639718718 2.55594192542886 ScZCZ4B_39812.g7509 unexpressed
ScZCZ4B_39812.g7510 0 3.00087336331519 0 0 2.49156355002417 0 ScZCZ4B_39812 chr3 autosomes 1.00029112110506 0.83052118334139 ScZCZ4B_39812.g7510 unexpressed
ScZCZ4B_39812.g7511 1.09759404810135 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.36586468270045 0 ScZCZ4B_39812.g7511 unexpressed
ScZCZ4B_39812.g7512 15.9151136974696 22.5065502248639 16.1817769083469 1.59366161400457 14.949381300145 3.83391288814329 ScZCZ4B_39812 chr3 autosomes 18.2011469435601 6.79231860076429 ScZCZ4B_39812.g7512 unbiased
ScZCZ4B_39812.g7513 10.9759404810135 0 10.7878512722312 0 7.47469065007251 0 ScZCZ4B_39812 chr3 autosomes 7.25459725108157 2.49156355002417 ScZCZ4B_39812.g7513 unexpressed
ScZCZ4B_39812.g7514 40.6109797797499 16.5048034982336 45.1386408495991 19.1239393680548 32.3903261503142 7.66782577628658 ScZCZ4B_39812 chr3 autosomes 34.0848080425275 19.7273637648852 ScZCZ4B_39812.g7514 unbiased
ScZCZ4B_39812.g7515 2.1951880962027 9.00262008994558 1.41945411476727 0 2.49156355002417 7.66782577628658 ScZCZ4B_39812 chr3 autosomes 4.20575410030518 3.38646310877025 ScZCZ4B_39812.g7515 unexpressed
ScZCZ4B_39812.g7516 103.173840521527 160.546724937363 89.4256092303379 159.366161400457 110.874577976076 141.854776861302 ScZCZ4B_39812 chr3 autosomes 117.715391563076 137.365172079278 ScZCZ4B_39812.g7516 unbiased
ScZCZ4B_39812.g7517 4.93917321645607 6.00174672663038 3.40668987544144 3.18732322800913 12.4578177501208 23.0034773288597 ScZCZ4B_39812 chr3 autosomes 4.78253660617596 12.8828727689965 ScZCZ4B_39812.g7517 unbiased
ScZCZ4B_39812.g7518 0 3.00087336331519 0.283890822953454 0 0 0 ScZCZ4B_39812 chr3 autosomes 1.09492139542288 0 ScZCZ4B_39812.g7518 unexpressed
ScZCZ4B_39812.g7519 1.09759404810135 0 0 0 2.49156355002417 0 ScZCZ4B_39812 chr3 autosomes 0.36586468270045 0.83052118334139 ScZCZ4B_39812.g7519 unexpressed
ScZCZ4B_39812.g7520 0.548797024050674 0 0.567781645906907 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.37219288998586 0 ScZCZ4B_39812.g7520 unexpressed
ScZCZ4B_39812.g7521 1.09759404810135 3.00087336331519 0.567781645906907 6.37464645601826 0 11.5017386644299 ScZCZ4B_39812 chr3 autosomes 1.55541635244115 5.95879504014939 ScZCZ4B_39812.g7521 unexpressed
ScZCZ4B_39812.g7522 24.6958660822803 18.0052401798912 24.9823924199039 140.242222032402 32.3903261503142 65.1765190984359 ScZCZ4B_39812 chr3 autosomes 22.5611662273585 79.2696890937174 ScZCZ4B_39812.g7522 female-biased
ScZCZ4B_39812.g7523 53.2333113329154 21.0061135432063 34.9185712232748 41.4352019641187 36.1276714753505 40.2560853255045 ScZCZ4B_39812 chr3 autosomes 36.3859986997988 39.2729862549912 ScZCZ4B_39812.g7523 unbiased
ScZCZ4B_39812.g7524 11.5247375050642 3.00087336331519 9.93617880337087 0 1.24578177501208 0 ScZCZ4B_39812 chr3 autosomes 8.15392989058342 0.415260591670693 ScZCZ4B_39812.g7524 unexpressed
ScZCZ4B_39812.g7525 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7525 unexpressed
ScZCZ4B_39812.g7526 70.794816102537 28.5082969514943 46.8419857873198 28.6859090520822 57.3059616505559 63.2595626543642 ScZCZ4B_39812 chr3 autosomes 48.715032947117 49.7504777856674 ScZCZ4B_39812.g7526 unbiased
ScZCZ4B_39812.g7527 58.1724845493715 64.5187773112766 65.2948892792943 57.3718181041644 71.0095611756888 34.5052159932896 ScZCZ4B_39812 chr3 autosomes 62.6620503799808 54.2955317577143 ScZCZ4B_39812.g7527 unbiased
ScZCZ4B_39812.g7528 9.32954940886146 0 8.23283386565015 3.18732322800913 2.49156355002417 3.83391288814329 ScZCZ4B_39812 chr3 autosomes 5.85412775817054 3.17093322205886 ScZCZ4B_39812.g7528 unexpressed
ScZCZ4B_39812.g7529 0 3.00087336331519 1.13556329181381 0 0 0 ScZCZ4B_39812 chr3 autosomes 1.37881221837633 0 ScZCZ4B_39812.g7529 unexpressed
ScZCZ4B_39812.g7530 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7530 unexpressed
ScZCZ4B_39812.g7531 566.907325844347 402.117030684236 465.013167997757 838.266008966402 1035.24465503504 1054.3260442394 ScZCZ4B_39812 chr3 autosomes 478.012508175447 975.945569413614 ScZCZ4B_39812.g7531 female-biased
ScZCZ4B_39812.g7532 0 0 2.55501740658108 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.85167246886036 0 ScZCZ4B_39812.g7532 unexpressed
ScZCZ4B_39812.g7533 1.09759404810135 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.36586468270045 0 ScZCZ4B_39812.g7533 unexpressed
ScZCZ4B_39812.g7534 14.2687226253175 10.5030567716032 8.51672468860361 4.7809848420137 13.7035995251329 7.66782577628658 ScZCZ4B_39812 chr3 autosomes 11.0961680285081 8.71747004781106 ScZCZ4B_39812.g7534 unbiased
ScZCZ4B_39812.g7535 3.84157916835472 0 10.7878512722312 15.9366161400457 13.7035995251329 13.4186951085015 ScZCZ4B_39812 chr3 autosomes 4.87647681352864 14.3529702578934 ScZCZ4B_39812.g7535 unbiased
ScZCZ4B_39812.g7536 46.0989500202566 37.5109170414399 27.2535190035315 36.654217122105 39.8650168003867 28.7543466610747 ScZCZ4B_39812 chr3 autosomes 36.9544620217427 35.0911935278555 ScZCZ4B_39812.g7536 unbiased
ScZCZ4B_39812.g7537 19.7566928658243 4.50131004497279 9.08450633451051 20.7176009820594 33.6361079253263 26.837390217003 ScZCZ4B_39812 chr3 autosomes 11.1141697484359 27.0636997081296 ScZCZ4B_39812.g7537 unbiased
ScZCZ4B_39812.g7538 13.1711285772162 7.50218340828798 3.12279905248799 1.59366161400457 11.2120359751088 3.83391288814329 ScZCZ4B_39812 chr3 autosomes 7.93203701266406 5.54653682575222 ScZCZ4B_39812.g7538 unbiased
ScZCZ4B_39812.g7539 2.1951880962027 0 0 0 0 7.66782577628658 ScZCZ4B_39812 chr3 autosomes 0.7317293654009 2.55594192542886 ScZCZ4B_39812.g7539 unexpressed
ScZCZ4B_39812.g7540 4.39037619240539 0 5.96170728202252 0 2.49156355002417 9.58478222035822 ScZCZ4B_39812 chr3 autosomes 3.45069449147597 4.02544859012746 ScZCZ4B_39812.g7540 unexpressed
ScZCZ4B_39812.g7541 5.48797024050674 10.5030567716032 2.83890822953454 11.155631298032 16.1951630751571 7.66782577628658 ScZCZ4B_39812 chr3 autosomes 6.27664508054816 11.6728733831586 ScZCZ4B_39812.g7541 unbiased
ScZCZ4B_39812.g7542 2.1951880962027 0 3.40668987544144 1.59366161400457 0 0 ScZCZ4B_39812 chr3 autosomes 1.86729265721471 0.531220538001523 ScZCZ4B_39812.g7542 unexpressed
ScZCZ4B_39812.g7543 2.74398512025337 7.50218340828798 3.12279905248799 7.96830807002283 4.98312710004834 15.3356515525732 ScZCZ4B_39812 chr3 autosomes 4.45632252700978 9.42902890754812 ScZCZ4B_39812.g7543 unbiased
ScZCZ4B_39812.g7544 3.84157916835472 0 5.39392563611562 4.7809848420137 0 17.2526079966448 ScZCZ4B_39812 chr3 autosomes 3.07850160149011 7.3445309462195 ScZCZ4B_39812.g7544 unbiased
ScZCZ4B_39812.g7545 2.74398512025337 0 0 0 1.24578177501208 0 ScZCZ4B_39812 chr3 autosomes 0.914661706751123 0.415260591670693 ScZCZ4B_39812.g7545 unexpressed
ScZCZ4B_39812.g7546 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7546 unexpressed
ScZCZ4B_39812.g7547 0 0 0 3.18732322800913 0 0 ScZCZ4B_39812 chr3 autosomes 0 1.06244107600304 ScZCZ4B_39812.g7547 unexpressed
ScZCZ4B_39812.g7548 0 0 1.13556329181381 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.37852109727127 0 ScZCZ4B_39812.g7548 unexpressed
ScZCZ4B_39812.g7549 5.48797024050674 3.00087336331519 1.70334493772072 0 4.98312710004834 0 ScZCZ4B_39812 chr3 autosomes 3.39739618051422 1.66104236668278 ScZCZ4B_39812.g7549 unexpressed
ScZCZ4B_39812.g7550 77.9291774151958 90.0262008994558 101.91680544029 63.7464645601826 95.9251966759305 63.2595626543642 ScZCZ4B_39812 chr3 autosomes 89.9573945849805 74.3104079634924 ScZCZ4B_39812.g7550 unbiased
ScZCZ4B_39812.g7551 102.625043497476 82.5240174911678 98.5101155648484 92.4323736122648 79.7300336007734 67.0934755425075 ScZCZ4B_39812 chr3 autosomes 94.5530588511641 79.7519609185152 ScZCZ4B_39812.g7551 unbiased
ScZCZ4B_39812.g7552 28.5374452506351 33.0096069964671 32.3635538166937 27.0922474380776 28.6529808252779 11.5017386644299 ScZCZ4B_39812 chr3 autosomes 31.3035353545986 22.4156556425951 ScZCZ4B_39812.g7552 unbiased
ScZCZ4B_39812.g7553 10.4271434569628 7.50218340828798 1.13556329181381 11.155631298032 7.47469065007251 19.1695644407164 ScZCZ4B_39812 chr3 autosomes 6.3549633856882 12.599962129607 ScZCZ4B_39812.g7553 unbiased
ScZCZ4B_39812.g7554 6.58556428860809 18.0052401798912 9.93617880337087 46.2161868061324 24.9156355002417 1.91695644407164 ScZCZ4B_39812 chr3 autosomes 11.5089944239567 24.3495929168152 ScZCZ4B_39812.g7554 unbiased
ScZCZ4B_39812.g7555 15.9151136974696 7.50218340828798 9.65228798041742 6.37464645601826 9.96625420009668 15.3356515525732 ScZCZ4B_39812 chr3 autosomes 11.023195028725 10.5588507362294 ScZCZ4B_39812.g7555 unbiased
ScZCZ4B_39812.g7556 6.58556428860809 4.50131004497279 5.67781645906907 25.4985858240731 22.4240719502175 15.3356515525732 ScZCZ4B_39812 chr3 autosomes 5.58823026421665 21.0861031089546 ScZCZ4B_39812.g7556 female-biased
ScZCZ4B_39812.g7557 0.548797024050674 0 0.567781645906907 0 0 3.83391288814329 ScZCZ4B_39812 chr3 autosomes 0.37219288998586 1.27797096271443 ScZCZ4B_39812.g7557 unexpressed
ScZCZ4B_39812.g7558 5.48797024050674 3.00087336331519 4.54225316725526 6.37464645601826 2.49156355002417 5.75086933221493 ScZCZ4B_39812 chr3 autosomes 4.3436989236924 4.87235977941912 ScZCZ4B_39812.g7558 unexpressed
ScZCZ4B_39812.g7559 19.7566928658243 9.00262008994558 8.80061551155706 30.2795706660867 9.96625420009668 17.2526079966448 ScZCZ4B_39812 chr3 autosomes 12.5199761557756 19.1661442876094 ScZCZ4B_39812.g7559 unbiased
ScZCZ4B_39812.g7560 1.09759404810135 0 3.12279905248799 0 4.98312710004834 1.91695644407164 ScZCZ4B_39812 chr3 autosomes 1.40679770019645 2.30002784803999 ScZCZ4B_39812.g7560 unexpressed
ScZCZ4B_39812.g7561 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7561 unexpressed
ScZCZ4B_39812.g7562 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7562 unexpressed
ScZCZ4B_39812.g7563 10.4271434569628 7.50218340828798 1.13556329181381 9.56196968402739 11.2120359751088 3.83391288814329 ScZCZ4B_39812 chr3 autosomes 6.3549633856882 8.20263951575983 ScZCZ4B_39812.g7563 unbiased
ScZCZ4B_39812.g7564 4.93917321645607 7.50218340828798 5.39392563611562 14.3429545260411 13.7035995251329 3.83391288814329 ScZCZ4B_39812 chr3 autosomes 5.94509408695322 10.6268223131058 ScZCZ4B_39812.g7564 unbiased
ScZCZ4B_39812.g7565 6.03676726455742 0 5.96170728202252 9.56196968402739 0 3.83391288814329 ScZCZ4B_39812 chr3 autosomes 3.99949151552665 4.46529419072356 ScZCZ4B_39812.g7565 unexpressed
ScZCZ4B_39812.g7566 13.7199256012669 0 9.08450633451051 3.18732322800913 7.47469065007251 1.91695644407164 ScZCZ4B_39812 chr3 autosomes 7.6014773119258 4.19299010738443 ScZCZ4B_39812.g7566 unbiased
ScZCZ4B_39812.g7567 6.58556428860809 0 5.39392563611562 11.155631298032 9.96625420009668 7.66782577628658 ScZCZ4B_39812 chr3 autosomes 3.99316330824124 9.59657042480509 ScZCZ4B_39812.g7567 unbiased
ScZCZ4B_39812.g7568 7.68315833670944 3.00087336331519 6.52948892792943 4.7809848420137 3.73734532503625 1.91695644407164 ScZCZ4B_39812 chr3 autosomes 5.73784020931802 3.47842887037386 ScZCZ4B_39812.g7568 unexpressed
ScZCZ4B_39812.g7569 0 0 0 0 4.98312710004834 0 ScZCZ4B_39812 chr3 autosomes 0 1.66104236668278 ScZCZ4B_39812.g7569 unexpressed
ScZCZ4B_39812.g7570 26.891054178483 3.00087336331519 12.2073053869985 15.9366161400457 9.96625420009668 17.2526079966448 ScZCZ4B_39812 chr3 autosomes 14.0330776429322 14.3851594455957 ScZCZ4B_39812.g7570 unbiased
ScZCZ4B_39812.g7571 9.32954940886146 0 5.39392563611562 9.56196968402739 2.49156355002417 0 ScZCZ4B_39812 chr3 autosomes 4.90782501499236 4.01784441135052 ScZCZ4B_39812.g7571 unexpressed
ScZCZ4B_39812.g7572 6.58556428860809 24.0069869065215 22.4273750133228 9.56196968402739 0 0 ScZCZ4B_39812 chr3 autosomes 17.6733087361508 3.18732322800913 ScZCZ4B_39812.g7572 unbiased
ScZCZ4B_39812.g7573 9.32954940886146 0 3.6905806983949 1.59366161400457 4.98312710004834 5.75086933221493 ScZCZ4B_39812 chr3 autosomes 4.34004336908545 4.10921934875595 ScZCZ4B_39812.g7573 unexpressed
ScZCZ4B_39812.g7574 0.548797024050674 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.182932341350225 0 ScZCZ4B_39812.g7574 unexpressed
ScZCZ4B_39812.g7575 3.29278214430405 3.00087336331519 3.6905806983949 0 1.24578177501208 3.83391288814329 ScZCZ4B_39812 chr3 autosomes 3.32807873533805 1.69323155438512 ScZCZ4B_39812.g7575 unexpressed
ScZCZ4B_39812.g7576 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7576 unexpressed
ScZCZ4B_39812.g7577 0 0 0.567781645906907 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.189260548635636 0 ScZCZ4B_39812.g7577 unexpressed
ScZCZ4B_39812.g7578 1.09759404810135 0 1.13556329181381 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.74438577997172 0 ScZCZ4B_39812.g7578 unexpressed
ScZCZ4B_39812.g7579 0 0 0 3.18732322800913 3.73734532503625 0 ScZCZ4B_39812 chr3 autosomes 0 2.30822285101513 ScZCZ4B_39812.g7579 unexpressed
ScZCZ4B_39812.g7580 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7580 unexpressed
ScZCZ4B_39812.g7581 1.64639107215202 9.00262008994558 1.98723576067417 0 0 0 ScZCZ4B_39812 chr3 autosomes 4.21208230759059 0 ScZCZ4B_39812.g7581 unexpressed
ScZCZ4B_39812.g7582 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7582 unexpressed
ScZCZ4B_39812.g7583 2.74398512025337 3.00087336331519 3.40668987544144 1.59366161400457 1.24578177501208 1.91695644407164 ScZCZ4B_39812 chr3 autosomes 3.05051611967 1.58546661102943 ScZCZ4B_39812.g7583 unexpressed
ScZCZ4B_39812.g7584 5.48797024050674 25.5074235881791 3.97447152134835 1.59366161400457 2.49156355002417 0 ScZCZ4B_39812 chr3 autosomes 11.6566217833447 1.36174172134291 ScZCZ4B_39812.g7584 unbiased
ScZCZ4B_39812.g7585 0 4.50131004497279 0.283890822953454 3.18732322800913 0 0 ScZCZ4B_39812 chr3 autosomes 1.59506695597541 1.06244107600304 ScZCZ4B_39812.g7585 unexpressed
ScZCZ4B_39812.g7586 6.03676726455742 15.004366816576 4.82614399020871 19.1239393680548 9.96625420009668 0 ScZCZ4B_39812 chr3 autosomes 8.62242602378071 9.69673118938383 ScZCZ4B_39812.g7586 unbiased
ScZCZ4B_39812.g7587 1.64639107215202 0 0.567781645906907 0 1.24578177501208 5.75086933221493 ScZCZ4B_39812 chr3 autosomes 0.738057572686309 2.33221703574234 ScZCZ4B_39812.g7587 unexpressed
ScZCZ4B_39812.g7588 3.29278214430405 3.00087336331519 2.55501740658108 6.37464645601826 8.72047242508459 0 ScZCZ4B_39812 chr3 autosomes 2.94955763806677 5.03170629370095 ScZCZ4B_39812.g7588 unexpressed
ScZCZ4B_39812.g7589 10.9759404810135 22.5065502248639 8.80061551155706 17.5302777540502 16.1951630751571 11.5017386644299 ScZCZ4B_39812 chr3 autosomes 14.0943687391448 15.0757264978791 ScZCZ4B_39812.g7589 unbiased
ScZCZ4B_39812.g7590 0.548797024050674 0 1.98723576067417 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.845344261574948 0 ScZCZ4B_39812.g7590 unexpressed
ScZCZ4B_39812.g7591 4.93917321645607 3.00087336331519 2.83890822953454 0 2.49156355002417 0 ScZCZ4B_39812 chr3 autosomes 3.59298493643527 0.83052118334139 ScZCZ4B_39812.g7591 unexpressed
ScZCZ4B_39812.g7592 102.625043497476 133.538864667526 99.0778972107553 180.083762382516 203.06242932697 191.695644407164 ScZCZ4B_39812 chr3 autosomes 111.747268458586 191.613945372217 ScZCZ4B_39812.g7592 unbiased
ScZCZ4B_39812.g7593 37.3181976354459 120.034934532608 40.028606036437 87.6513887702511 73.501124725713 53.674780434006 ScZCZ4B_39812 chr3 autosomes 65.7939127348303 71.6090979766567 ScZCZ4B_39812.g7593 unbiased
ScZCZ4B_39812.g7594 2.1951880962027 9.00262008994558 3.40668987544144 7.96830807002283 0 9.58478222035822 ScZCZ4B_39812 chr3 autosomes 4.86816602052991 5.85103009679368 ScZCZ4B_39812.g7594 unbiased
ScZCZ4B_39812.g7595 26.891054178483 7.50218340828798 32.9313354626006 14.3429545260411 24.9156355002417 1.91695644407164 ScZCZ4B_39812 chr3 autosomes 22.4415243497905 13.7251821567848 ScZCZ4B_39812.g7595 unbiased
ScZCZ4B_39812.g7596 11.5247375050642 1.5004366816576 5.67781645906907 15.9366161400457 2.49156355002417 9.58478222035822 ScZCZ4B_39812 chr3 autosomes 6.23433021526362 9.3376539701427 ScZCZ4B_39812.g7596 unbiased
ScZCZ4B_39812.g7597 18.6590988177229 30.0087336331519 9.08450633451051 14.3429545260411 21.1782901752054 7.66782577628658 ScZCZ4B_39812 chr3 autosomes 19.2507795951284 14.3963568258444 ScZCZ4B_39812.g7597 unbiased
ScZCZ4B_39812.g7598 25.244663106331 18.0052401798912 16.7495585542538 43.0288635781233 23.6698537252296 26.837390217003 ScZCZ4B_39812 chr3 autosomes 19.999820613492 31.1787025067853 ScZCZ4B_39812.g7598 unbiased
ScZCZ4B_39812.g7599 14.8175196493682 0 13.6267595017658 25.4985858240731 12.4578177501208 7.66782577628658 ScZCZ4B_39812 chr3 autosomes 9.48142638371133 15.2080764501602 ScZCZ4B_39812.g7599 unbiased
ScZCZ4B_39812.g7600 15.3663166734189 9.00262008994558 16.1817769083469 0 4.98312710004834 19.1695644407164 ScZCZ4B_39812 chr3 autosomes 13.5169045572371 8.05089718025491 ScZCZ4B_39812.g7600 unbiased
ScZCZ4B_39812.g7601 6.58556428860809 7.50218340828798 1.98723576067417 6.37464645601826 1.24578177501208 0 ScZCZ4B_39812 chr3 autosomes 5.35832781919008 2.54014274367678 ScZCZ4B_39812.g7601 unexpressed
ScZCZ4B_39812.g7602 1.64639107215202 0 1.70334493772072 6.37464645601826 0 0 ScZCZ4B_39812 chr3 autosomes 1.11657866995758 2.12488215200609 ScZCZ4B_39812.g7602 unexpressed
ScZCZ4B_39812.g7603 0 0 0 0 2.49156355002417 0 ScZCZ4B_39812 chr3 autosomes 0 0.83052118334139 ScZCZ4B_39812.g7603 unexpressed
ScZCZ4B_39812.g7604 45.0013559721553 21.0061135432063 37.7574794528093 49.4035100341415 64.7806523006284 47.9239111017911 ScZCZ4B_39812 chr3 autosomes 34.5883163227236 54.0360244788537 ScZCZ4B_39812.g7604 unbiased
ScZCZ4B_39812.g7605 1.09759404810135 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.36586468270045 0 ScZCZ4B_39812.g7605 unexpressed
ScZCZ4B_39812.g7606 1.09759404810135 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.36586468270045 0 ScZCZ4B_39812.g7606 unexpressed
ScZCZ4B_39812.g7607 2.74398512025337 0 1.13556329181381 0 1.24578177501208 3.83391288814329 ScZCZ4B_39812 chr3 autosomes 1.29318280402239 1.69323155438512 ScZCZ4B_39812.g7607 unexpressed
ScZCZ4B_39812.g7608 1.64639107215202 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.548797024050673 0 ScZCZ4B_39812.g7608 unexpressed
ScZCZ4B_39812.g7609 0 0 0 0 2.49156355002417 0 ScZCZ4B_39812 chr3 autosomes 0 0.83052118334139 ScZCZ4B_39812.g7609 unexpressed
ScZCZ4B_39812.g7610 1.64639107215202 0 0.851672468860361 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.832687847004127 0 ScZCZ4B_39812.g7610 unexpressed
ScZCZ4B_39812.g7611 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7611 unexpressed
ScZCZ4B_39812.g7612 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7612 unexpressed
ScZCZ4B_39812.g7613 0 0 0 3.18732322800913 0 0 ScZCZ4B_39812 chr3 autosomes 0 1.06244107600304 ScZCZ4B_39812.g7613 unexpressed
ScZCZ4B_39812.g7614 0 0 0 0 0 1.91695644407164 ScZCZ4B_39812 chr3 autosomes 0 0.638985481357213 ScZCZ4B_39812.g7614 unexpressed
ScZCZ4B_39812.g7615 0 0 0.283890822953454 3.18732322800913 0 0 ScZCZ4B_39812 chr3 autosomes 0.094630274317818 1.06244107600304 ScZCZ4B_39812.g7615 unexpressed
ScZCZ4B_39812.g7616 334.217387646861 174.050655072281 219.731496965973 387.259772203109 408.616422203964 274.124771502245 ScZCZ4B_39812 chr3 autosomes 242.666513228372 356.666988636439 ScZCZ4B_39812.g7616 unbiased
ScZCZ4B_39812.g7617 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7617 unexpressed
ScZCZ4B_39812.g7618 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7618 unexpressed
ScZCZ4B_39812.g7619 125.125721483554 30.0087336331519 91.1289541680586 84.464065542242 163.197412526583 80.512170651009 ScZCZ4B_39812 chr3 autosomes 82.0878030949215 109.391216239945 ScZCZ4B_39812.g7619 unbiased
ScZCZ4B_39812.g7620 1.09759404810135 27.0078602698367 1.70334493772072 3.18732322800913 6.22890887506042 9.58478222035822 ScZCZ4B_39812 chr3 autosomes 9.93626641855292 6.33367144114259 ScZCZ4B_39812.g7620 unbiased
ScZCZ4B_39812.g7621 8.23195536076011 19.5056768615487 7.9489430426967 12.7492929120365 8.72047242508459 1.91695644407164 ScZCZ4B_39812 chr3 autosomes 11.8955250883352 7.79557392706424 ScZCZ4B_39812.g7621 unbiased
ScZCZ4B_39812.g7622 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7622 unexpressed
ScZCZ4B_39812.g7623 0.548797024050674 0 0.567781645906907 0 0 0 ScZCZ4B_39812 chr3 autosomes 0.37219288998586 0 ScZCZ4B_39812.g7623 unexpressed
ScZCZ4B_39812.g7624 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7624 unexpressed
ScZCZ4B_39812.g7625 0 0 0 0 0 0 ScZCZ4B_39812 chr3 autosomes 0 0 ScZCZ4B_39812.g7625 unexpressed
ScZCZ4B_39812.g7626 0 6.00174672663038 1.13556329181381 0 0 0 ScZCZ4B_39812 chr3 autosomes 2.3791033394814 0 ScZCZ4B_39812.g7626 unexpressed
